Latitude (decimal degrees):	3.156
Longitude (decimal degrees):	101.691
Elevation (m):	66
Radiation database:	PVGIS-ERA5


Slope: 0 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0

P: PV system power (W)
G(i): Global irradiance on the inclined plane (plane of the array) (W/m2)
H_sun: Sun height (degree)
T2m: 2-m air temperature (degree Celsius)
WS10m: 10-m total wind speed (m/s)
Int: 1 means solar radiation values are reconstructed



PVGIS (c) European Union, 2001-2026

time,P,G(i),H_sun,T2m,WS10m,Int
20230812:0630,358.38,474.03,68.7,28.77,2.0,0.0
20230812:0730,285.24,374.88,55.44,27.4,1.72,0.0
20230812:0830,246.26,326.92,41.32,27.72,1.17,0.0
20230812:0930,139.29,194.62,26.93,28.12,0.69,0.0
20230812:1030,53.75,89.03,12.46,27.99,0.62,0.0
20230812:1130,0.0,0.0,-2.02,27.76,0.41,0.0
20230812:1230,0.0,0.0,0.0,27.04,0.28,0.0
20230812:1330,0.0,0.0,0.0,26.49,0.07,0.0
20230812:1430,0.0,0.0,0.0,25.95,0.34,0.0
20230812:1530,0.0,0.0,0.0,25.02,1.24,0.0
20230812:1630,0.0,0.0,0.0,24.42,1.24,0.0
20230812:1730,0.0,0.0,0.0,24.02,1.24,0.0
20230812:1830,0.0,0.0,0.0,23.59,1.17,0.0
20230812:1930,0.0,0.0,0.0,24.09,1.38,0.0
20230812:2030,0.0,0.0,0.0,23.98,0.83,0.0
20230812:2130,0.0,0.0,0.0,23.76,0.55,0.0
20230812:2230,0.0,0.0,0.0,23.75,0.62,0.0
20230812:2330,6.87,19.5,3.66,23.81,0.76,0.0
20230813:0030,80.77,119.19,18.19,24.19,1.24,0.0
20230813:0130,221.45,292.01,32.67,25.37,1.72,0.0
20230813:0230,324.17,421.95,47.01,26.49,1.24,0.0
20230813:0330,454.04,595.18,60.97,27.27,1.24,0.0
20230813:0430,492.76,650.78,73.44,28.7,1.66,0.0
20230813:0530,520.82,685.97,78.06,28.96,2.28,0.0
20230813:0630,385.11,505.57,68.82,28.77,2.41,0.0
20230813:0730,282.72,374.08,55.49,28.42,1.86,0.0
20230813:0830,158.02,216.44,41.32,28.22,1.45,0.0
20230813:0930,107.86,153.49,26.91,27.07,1.38,0.0
20230813:1030,33.89,59.99,12.41,26.68,0.83,0.0
20230813:1130,0.0,0.0,-2.08,26.01,0.97,0.0
20230813:1230,0.0,0.0,0.0,25.53,0.48,0.0
20230813:1330,0.0,0.0,0.0,25.23,1.03,0.0
20230813:1430,0.0,0.0,0.0,24.97,1.17,0.0
20230813:1530,0.0,0.0,0.0,24.71,1.1,0.0
20230813:1630,0.0,0.0,0.0,24.46,0.62,0.0
20230813:1730,0.0,0.0,0.0,24.28,0.55,0.0
20230813:1830,0.0,0.0,0.0,24.1,0.97,0.0
20230813:1930,0.0,0.0,0.0,24.32,0.76,0.0
20230813:2030,0.0,0.0,0.0,24.19,0.48,0.0
20230813:2130,0.0,0.0,0.0,24.08,0.48,0.0
20230813:2230,0.0,0.0,0.0,24.03,0.69,0.0
20230813:2330,2.77,12.2,3.69,24.15,1.03,0.0
20230814:0030,68.81,106.18,18.25,24.31,1.24,0.0
20230814:0130,44.41,72.05,32.74,24.77,1.38,0.0
20230814:0230,22.65,43.0,47.12,24.91,1.1,0.0
20230814:0330,36.05,61.15,61.12,24.92,0.76,0.0
20230814:0430,55.95,86.85,73.68,24.98,0.9,0.0
20230814:0530,131.11,180.1,78.34,25.21,0.76,0.0
20230814:0630,207.36,275.44,68.94,25.67,1.03,0.0
20230814:0730,224.39,296.64,55.53,26.33,1.79,0.0
20230814:0830,147.86,201.44,41.32,26.29,1.79,0.0
20230814:0930,120.98,168.83,26.88,25.62,1.79,0.0
20230814:1030,40.46,68.05,12.37,25.62,1.31,0.0
20230814:1130,0.0,0.0,-2.15,25.3,0.69,0.0
20230814:1230,0.0,0.0,0.0,24.67,0.62,0.0
20230814:1330,0.0,0.0,0.0,24.09,0.9,0.0
20230814:1430,0.0,0.0,0.0,23.76,1.1,0.0
20230814:1530,0.0,0.0,0.0,23.36,1.17,0.0
20230814:1630,0.0,0.0,0.0,23.04,0.97,0.0
20230814:1730,0.0,0.0,0.0,22.72,1.03,0.0
20230814:1830,0.0,0.0,0.0,22.52,1.03,0.0
20230814:1930,0.0,0.0,0.0,22.64,1.24,0.0
20230814:2030,0.0,0.0,0.0,22.62,1.1,0.0
20230814:2130,0.0,0.0,0.0,22.09,1.1,0.0
20230814:2230,0.0,0.0,0.0,21.73,0.9,0.0
20230814:2330,6.43,18.6,3.72,21.44,0.9,0.0
20230815:0030,129.78,185.75,18.3,22.36,0.83,0.0
20230815:0130,340.75,446.35,32.82,25.14,0.69,0.0
20230815:0230,411.63,545.06,47.22,27.4,0.14,0.0
20230815:0330,566.89,768.0,61.27,28.3,0.62,0.0
20230815:0430,480.65,638.98,73.92,29.23,1.03,0.0
20230815:0530,584.33,789.76,78.63,29.42,1.31,0.0
20230815:0630,482.45,640.08,69.06,29.86,1.66,0.0
20230815:0730,389.09,510.4,55.56,29.64,2.48,0.0
20230815:0830,256.37,339.82,41.32,29.26,2.14,0.0
20230815:0930,109.3,156.94,26.86,29.25,1.1,0.0
20230815:1030,31.56,57.2,12.32,28.91,0.62,0.0
20230815:1130,0.0,0.0,-2.22,28.19,0.41,0.0
20230815:1230,0.0,0.0,0.0,27.36,0.83,0.0
20230815:1330,0.0,0.0,0.0,26.84,0.55,0.0
20230815:1430,0.0,0.0,0.0,26.55,0.55,0.0
20230815:1530,0.0,0.0,0.0,25.79,0.9,0.0
20230815:1630,0.0,0.0,0.0,25.38,0.97,0.0
20230815:1730,0.0,0.0,0.0,25.05,0.9,0.0
20230815:1830,0.0,0.0,0.0,24.57,0.83,0.0
20230815:1930,0.0,0.0,0.0,24.4,0.69,0.0
20230815:2030,0.0,0.0,0.0,24.3,0.69,0.0
20230815:2130,0.0,0.0,0.0,24.51,1.45,0.0
20230815:2230,0.0,0.0,0.0,24.23,1.52,0.0
20230815:2330,1.82,10.25,3.76,23.99,1.31,0.0
20230816:0030,75.57,114.33,18.36,24.28,1.1,0.0
20230816:0130,122.15,169.59,32.9,25.41,0.76,0.0
20230816:0230,251.35,329.93,47.33,26.15,1.03,0.0
20230816:0330,306.05,401.03,61.42,27.1,1.38,0.0
20230816:0430,409.07,534.86,74.17,27.96,1.72,0.0
20230816:0530,493.76,649.09,78.91,28.44,2.14,0.0
20230816:0630,425.4,561.56,69.17,28.91,1.86,0.0
20230816:0730,235.95,312.19,55.6,27.43,2.21,0.0
20230816:0830,91.64,132.65,41.32,26.83,1.59,0.0
20230816:0930,37.59,63.6,26.83,26.26,0.97,0.0
20230816:1030,10.84,26.3,12.27,26.14,0.83,0.0
20230816:1130,0.0,0.0,-2.29,25.97,0.69,0.0
20230816:1230,0.0,0.0,0.0,25.79,0.62,0.0
20230816:1330,0.0,0.0,0.0,25.37,0.83,0.0
20230816:1430,0.0,0.0,0.0,25.04,0.97,0.0
20230816:1530,0.0,0.0,0.0,24.54,1.03,0.0
20230816:1630,0.0,0.0,0.0,24.39,0.97,0.0
20230816:1730,0.0,0.0,0.0,24.06,0.9,0.0
20230816:1830,0.0,0.0,0.0,23.96,0.76,0.0
20230816:1930,0.0,0.0,0.0,24.75,1.24,0.0
20230816:2030,0.0,0.0,0.0,24.51,1.24,0.0
20230816:2130,0.0,0.0,0.0,24.15,1.03,0.0
20230816:2230,0.0,0.0,0.0,23.84,1.17,0.0
20230816:2330,6.16,18.3,3.79,23.72,1.45,0.0
20230817:0030,132.33,189.35,18.42,23.9,1.24,0.0
20230817:0130,309.13,405.37,32.98,25.56,0.83,0.0
20230817:0230,476.07,632.91,47.44,27.24,0.55,0.0
20230817:0330,514.73,687.32,61.57,28.52,0.97,0.0
20230817:0430,446.14,589.7,74.42,29.23,1.38,0.0
20230817:0530,471.94,626.4,79.2,29.59,1.79,0.0
20230817:0630,201.37,270.1,69.27,27.6,2.07,0.0
20230817:0730,276.72,363.03,55.63,27.3,1.72,0.0
20230817:0830,271.67,355.46,41.31,27.51,2.34,0.0
20230817:0930,166.5,227.07,26.79,27.44,2.48,0.0
20230817:1030,48.43,82.33,12.21,27.04,2.41,0.0
20230817:1130,0.0,0.0,-2.36,26.38,1.59,0.0
20230817:1230,0.0,0.0,0.0,25.8,1.03,0.0
20230817:1330,0.0,0.0,0.0,25.25,1.45,0.0
20230817:1430,0.0,0.0,0.0,24.92,1.45,0.0
20230817:1530,0.0,0.0,0.0,24.59,1.38,0.0
20230817:1630,0.0,0.0,0.0,24.22,1.52,0.0
20230817:1730,0.0,0.0,0.0,23.84,1.45,0.0
20230817:1830,0.0,0.0,0.0,23.54,1.17,0.0
20230817:1930,0.0,0.0,0.0,23.54,1.1,0.0
20230817:2030,0.0,0.0,0.0,23.33,1.03,0.0
20230817:2130,0.0,0.0,0.0,23.13,0.97,0.0
20230817:2230,0.0,0.0,0.0,23.28,0.69,0.0
20230817:2330,9.0,22.9,3.83,23.17,0.9,0.0
20230818:0030,129.33,184.31,18.48,23.54,0.97,0.0
20230818:0130,291.13,382.68,33.06,25.73,0.69,0.0
20230818:0230,326.1,429.11,47.55,27.24,0.69,0.0
20230818:0330,390.53,515.81,61.73,27.88,0.69,0.0
20230818:0430,311.11,411.58,74.66,28.47,1.1,0.0
20230818:0530,413.74,545.96,79.49,28.56,1.45,0.0
20230818:0630,431.93,575.87,69.37,28.92,1.45,0.0
20230818:0730,338.78,450.33,55.65,29.3,1.45,0.0
20230818:0830,260.14,347.78,41.3,29.32,1.31,0.0
20230818:0930,161.95,223.77,26.76,29.23,1.52,0.0
20230818:1030,39.26,68.49,12.16,28.8,1.45,0.0
20230818:1130,0.0,0.0,-2.44,28.05,0.97,0.0
20230818:1230,0.0,0.0,0.0,27.2,1.17,0.0
20230818:1330,0.0,0.0,0.0,26.4,1.38,0.0
20230818:1430,0.0,0.0,0.0,25.93,1.17,0.0
20230818:1530,0.0,0.0,0.0,25.4,1.1,0.0
20230818:1630,0.0,0.0,0.0,24.99,1.1,0.0
20230818:1730,0.0,0.0,0.0,24.77,0.97,0.0
20230818:1830,0.0,0.0,0.0,24.44,0.9,0.0
20230818:1930,0.0,0.0,0.0,23.88,0.9,0.0
20230818:2030,0.0,0.0,0.0,23.81,0.76,0.0
20230818:2130,0.0,0.0,0.0,23.59,0.76,0.0
20230818:2230,0.0,0.0,0.0,23.68,0.55,0.0
20230818:2330,6.42,18.75,3.88,23.85,0.34,0.0
20230819:0030,112.5,163.27,18.54,24.16,0.28,0.0
20230819:0130,300.14,395.94,33.15,25.53,0.28,0.0
20230819:0230,395.69,516.29,47.66,26.82,1.1,0.0
20230819:0330,500.06,664.68,61.88,27.94,1.1,0.0
20230819:0430,551.55,740.48,74.91,28.91,1.31,0.0
20230819:0530,573.88,766.48,79.78,29.51,2.07,0.0
20230819:0630,356.44,468.03,69.47,28.76,2.76,0.0
20230819:0730,330.19,432.57,55.68,28.42,2.07,0.0
20230819:0830,177.51,240.54,41.28,28.43,2.14,0.0
20230819:0930,72.61,109.15,26.72,27.51,2.14,0.0
20230819:1030,44.77,76.93,12.1,26.87,1.66,0.0
20230819:1130,0.0,0.0,-2.51,26.6,1.38,0.0
20230819:1230,0.0,0.0,0.0,26.03,0.69,0.0
20230819:1330,0.0,0.0,0.0,25.48,0.14,0.0
20230819:1430,0.0,0.0,0.0,24.88,0.28,0.0
20230819:1530,0.0,0.0,0.0,24.6,0.55,0.0
20230819:1630,0.0,0.0,0.0,24.57,0.55,0.0
20230819:1730,0.0,0.0,0.0,24.41,0.48,0.0
20230819:1830,0.0,0.0,0.0,24.17,0.62,0.0
20230819:1930,0.0,0.0,0.0,24.4,1.17,0.0
20230819:2030,0.0,0.0,0.0,24.1,0.62,0.0
20230819:2130,0.0,0.0,0.0,24.06,0.69,0.0
20230819:2230,0.0,0.0,0.0,24.11,0.9,0.0
20230819:2330,6.89,19.55,3.92,24.03,0.69,0.0
20230820:0030,112.14,163.16,18.6,24.25,1.1,0.0
20230820:0130,268.57,350.49,33.23,25.08,1.31,0.0
20230820:0230,387.25,499.94,47.77,26.36,1.72,0.0
20230820:0330,513.38,666.28,62.04,27.37,2.55,0.0
20230820:0430,555.17,727.43,75.16,28.08,2.62,0.0
20230820:0530,552.32,724.58,80.07,28.69,2.76,0.0
20230820:0630,503.31,659.24,69.56,29.0,2.83,0.0
20230820:0730,442.26,575.04,55.69,27.94,2.62,0.0
20230820:0830,353.08,461.59,41.27,28.47,2.41,0.0
20230820:0930,204.42,277.15,26.67,28.65,2.07,0.0
20230820:1030,55.32,92.88,12.04,28.3,1.52,0.0
20230820:1130,0.0,0.0,-2.59,27.67,1.31,0.0
20230820:1230,0.0,0.0,0.0,26.59,1.52,0.0
20230820:1330,0.0,0.0,0.0,25.85,1.17,0.0
20230820:1430,0.0,0.0,0.0,25.32,0.48,0.0
20230820:1530,0.0,0.0,0.0,25.15,0.21,0.0
20230820:1630,0.0,0.0,0.0,24.84,0.34,0.0
20230820:1730,0.0,0.0,0.0,24.37,0.28,0.0
20230820:1830,0.0,0.0,0.0,24.15,0.28,0.0
20230820:1930,0.0,0.0,0.0,23.86,0.83,0.0
20230820:2030,0.0,0.0,0.0,24.2,0.41,0.0
20230820:2130,0.0,0.0,0.0,24.24,0.34,0.0
20230820:2230,0.0,0.0,0.0,23.55,0.83,0.0
20230820:2330,6.6,19.0,3.96,23.18,1.24,0.0
20230821:0030,119.58,174.75,18.67,23.79,0.9,0.0
20230821:0130,260.23,339.85,33.32,25.63,1.86,0.0
20230821:0230,277.52,360.48,47.88,26.48,2.41,0.0
20230821:0330,294.69,384.14,62.19,26.62,2.55,0.0
20230821:0430,184.13,246.7,75.41,26.6,2.14,0.0
20230821:0530,267.67,352.04,80.35,26.2,1.52,0.0
20230821:0630,338.77,442.78,69.65,26.75,1.45,0.0
20230821:0730,138.83,190.9,55.71,27.08,3.1,0.0
20230821:0830,155.36,210.55,41.24,26.15,2.41,0.0
20230821:0930,114.82,161.68,26.63,26.06,2.07,0.0
20230821:1030,48.35,82.63,11.97,26.13,1.59,0.0
20230821:1130,0.0,0.0,-2.68,25.97,0.97,0.0
20230821:1230,0.0,0.0,0.0,25.39,0.97,0.0
20230821:1330,0.0,0.0,0.0,24.92,1.17,0.0
20230821:1430,0.0,0.0,0.0,24.57,1.45,0.0
20230821:1530,0.0,0.0,0.0,24.32,1.52,0.0
20230821:1630,0.0,0.0,0.0,24.23,1.45,0.0
20230821:1730,0.0,0.0,0.0,24.02,1.31,0.0
20230821:1830,0.0,0.0,0.0,23.79,1.24,0.0
20230821:1930,0.0,0.0,0.0,23.33,1.24,0.0
20230821:2030,0.0,0.0,0.0,23.01,1.31,0.0
20230821:2130,0.0,0.0,0.0,22.83,1.24,0.0
20230821:2230,0.0,0.0,0.0,22.61,1.1,0.0
20230821:2330,7.51,20.45,4.01,22.49,1.24,0.0
20230822:0030,144.52,206.05,18.74,22.96,1.24,0.0
20230822:0130,270.78,355.6,33.4,25.36,0.76,0.0
20230822:0230,477.64,627.27,48.0,27.16,1.1,0.0
20230822:0330,559.17,737.32,62.35,28.73,2.14,0.0
20230822:0430,573.48,758.88,75.66,29.38,2.41,0.0
20230822:0530,643.85,867.02,80.64,29.85,2.28,0.0
20230822:0630,364.85,478.06,69.73,30.58,2.48,0.0
20230822:0730,261.72,343.77,55.72,28.94,1.93,0.0
20230822:0830,298.27,389.79,41.22,28.37,1.72,0.0
20230822:0930,184.89,253.2,26.58,28.74,1.52,0.0
20230822:1030,57.49,98.42,11.9,28.64,0.9,0.0
20230822:1130,0.0,0.0,-2.76,28.15,0.55,0.0
20230822:1230,0.0,0.0,0.0,27.09,0.83,0.0
20230822:1330,0.0,0.0,0.0,26.2,1.24,0.0
20230822:1430,0.0,0.0,0.0,25.58,1.31,0.0
20230822:1530,0.0,0.0,0.0,25.05,1.31,0.0
20230822:1630,0.0,0.0,0.0,24.61,1.17,0.0
20230822:1730,0.0,0.0,0.0,24.35,1.38,0.0
20230822:1830,0.0,0.0,0.0,24.14,1.31,0.0
20230822:1930,0.0,0.0,0.0,23.03,1.72,0.0
20230822:2030,0.0,0.0,0.0,22.99,1.66,0.0
20230822:2130,0.0,0.0,0.0,22.88,1.72,0.0
20230822:2230,0.0,0.0,0.0,22.77,1.59,0.0
20230822:2330,9.23,23.2,4.06,22.54,1.31,0.0
20230823:0030,115.4,166.52,18.81,22.84,1.03,0.0
20230823:0130,304.22,398.39,33.49,24.78,0.55,0.0
20230823:0230,469.43,627.52,48.11,27.16,0.07,0.0
20230823:0330,607.56,815.01,62.5,28.46,1.52,0.0
20230823:0430,652.85,873.87,75.91,29.5,2.48,0.0
20230823:0530,625.66,834.02,80.93,29.89,2.69,0.0
20230823:0630,500.4,656.79,69.8,29.95,2.55,0.0
20230823:0730,451.48,588.98,55.72,30.02,2.83,0.0
20230823:0830,393.85,513.97,41.19,29.75,3.1,0.0
20230823:0930,202.43,276.3,26.53,30.0,2.48,0.0
20230823:1030,54.78,96.71,11.83,29.58,1.45,0.0
20230823:1130,0.0,0.0,-2.85,28.74,0.62,0.0
20230823:1230,0.0,0.0,0.0,27.79,1.1,0.0
20230823:1330,0.0,0.0,0.0,26.61,0.97,0.0
20230823:1430,0.0,0.0,0.0,25.96,0.83,0.0
20230823:1530,0.0,0.0,0.0,25.34,1.1,0.0
20230823:1630,0.0,0.0,0.0,24.73,1.38,0.0
20230823:1730,0.0,0.0,0.0,24.22,1.17,0.0
20230823:1830,0.0,0.0,0.0,23.65,0.9,0.0
20230823:1930,0.0,0.0,0.0,24.0,1.24,0.0
20230823:2030,0.0,0.0,0.0,23.95,0.97,0.0
20230823:2130,0.0,0.0,0.0,23.96,0.69,0.0
20230823:2230,0.0,0.0,0.0,23.61,0.97,0.0
20230823:2330,7.14,19.9,4.11,23.13,1.1,0.0
20230824:0030,113.29,164.96,18.88,23.67,1.17,0.0
20230824:0130,271.2,355.3,33.58,25.44,0.83,0.0
20230824:0230,441.13,583.38,48.22,27.03,0.28,0.0
20230824:0330,582.14,776.12,62.66,28.49,1.59,0.0
20230824:0430,612.6,820.18,76.17,29.53,2.07,0.0
20230824:0530,601.95,801.68,81.21,29.81,2.34,0.0
20230824:0630,486.1,641.35,69.87,29.98,2.41,0.0
20230824:0730,429.92,565.04,55.72,29.32,1.66,0.0
20230824:0830,313.56,416.05,41.15,29.56,1.17,0.0
20230824:0930,165.78,229.91,26.47,29.42,1.24,0.0
20230824:1030,63.97,108.81,11.76,27.96,0.48,0.0
20230824:1130,0.0,0.0,-2.94,27.47,1.17,0.0
20230824:1230,0.0,0.0,0.0,26.52,1.1,0.0
20230824:1330,0.0,0.0,0.0,25.79,1.03,0.0
20230824:1430,0.0,0.0,0.0,25.29,1.17,0.0
20230824:1530,0.0,0.0,0.0,24.9,1.03,0.0
20230824:1630,0.0,0.0,0.0,24.44,1.24,0.0
20230824:1730,0.0,0.0,0.0,24.34,1.31,0.0
20230824:1830,0.0,0.0,0.0,24.25,1.17,0.0
20230824:1930,0.0,0.0,0.0,24.18,0.83,0.0
20230824:2030,0.0,0.0,0.0,24.23,0.9,0.0
20230824:2130,0.0,0.0,0.0,24.02,1.31,0.0
20230824:2230,0.0,0.0,0.0,23.91,1.31,0.0
20230824:2330,8.23,21.7,4.17,23.65,1.24,0.0
20230825:0030,122.07,173.48,18.95,23.79,1.1,0.0
20230825:0130,325.78,426.69,33.67,25.35,0.83,0.0
20230825:0230,451.28,593.44,48.34,26.97,0.9,0.0
20230825:0330,524.19,699.09,62.81,28.1,1.17,0.0
20230825:0430,485.09,641.91,76.41,29.02,1.66,0.0
20230825:0530,431.97,563.31,81.49,29.28,2.34,0.0
20230825:0630,534.85,709.09,69.93,27.92,1.38,0.0
20230825:0730,520.92,690.62,55.71,29.64,1.86,0.0
20230825:0830,320.24,422.74,41.12,30.22,1.66,0.0
20230825:0930,178.95,246.06,26.42,28.8,1.31,0.0
20230825:1030,41.45,73.14,11.68,28.39,0.97,0.0
20230825:1130,0.0,0.0,-3.03,27.4,0.28,0.0
20230825:1230,0.0,0.0,0.0,26.67,1.03,0.0
20230825:1330,0.0,0.0,0.0,26.05,0.83,0.0
20230825:1430,0.0,0.0,0.0,25.5,1.17,0.0
20230825:1530,0.0,0.0,0.0,25.03,1.1,0.0
20230825:1630,0.0,0.0,0.0,24.71,1.03,0.0
20230825:1730,0.0,0.0,0.0,24.62,0.69,0.0
20230825:1830,0.0,0.0,0.0,24.41,0.69,0.0
20230825:1930,0.0,0.0,0.0,23.55,1.1,0.0
20230825:2030,0.0,0.0,0.0,23.68,0.83,0.0
20230825:2130,0.0,0.0,0.0,23.68,0.76,0.0
20230825:2230,0.0,0.0,0.0,23.6,0.55,0.0
20230825:2330,6.43,18.75,4.22,23.59,0.48,0.0
20230826:0030,71.62,108.84,19.02,24.26,0.07,0.0
20230826:0130,184.67,246.58,33.77,25.32,0.62,0.0
20230826:0230,308.91,399.42,48.45,26.28,1.66,0.0
20230826:0330,274.28,357.28,62.97,27.08,1.72,0.0
20230826:0430,457.12,600.86,76.66,27.09,1.24,0.0
20230826:0530,559.29,750.0,81.77,28.0,1.17,0.0
20230826:0630,218.58,292.44,69.98,28.97,1.59,0.0
20230826:0730,303.37,401.38,55.71,27.38,0.69,0.0
20230826:0830,262.12,349.08,41.08,28.18,1.03,0.0
20230826:0930,154.41,213.63,26.35,28.47,1.24,0.0
20230826:1030,43.3,72.4,11.61,28.02,1.1,0.0
20230826:1130,0.0,0.0,-3.13,27.21,0.55,0.0
20230826:1230,0.0,0.0,0.0,26.51,1.1,0.0
20230826:1330,0.0,0.0,0.0,25.9,0.97,0.0
20230826:1430,0.0,0.0,0.0,25.29,1.17,0.0
20230826:1530,0.0,0.0,0.0,24.92,1.1,0.0
20230826:1630,0.0,0.0,0.0,24.58,0.9,0.0
20230826:1730,0.0,0.0,0.0,24.32,0.83,0.0
20230826:1830,0.0,0.0,0.0,24.0,0.9,0.0
20230826:1930,0.0,0.0,0.0,24.59,1.38,0.0
20230826:2030,0.0,0.0,0.0,24.19,0.55,0.0
20230826:2130,0.0,0.0,0.0,24.13,0.34,0.0
20230826:2230,0.0,0.0,0.0,23.89,0.76,0.0
20230826:2330,8.44,22.05,4.28,23.82,0.9,0.0
20230827:0030,98.21,142.24,19.1,24.17,0.9,0.0
20230827:0130,246.24,324.57,33.86,25.33,0.76,0.0
20230827:0230,396.8,524.06,48.57,26.83,0.34,0.0
20230827:0330,530.24,710.1,63.12,28.18,0.97,0.0
20230827:0430,587.15,786.44,76.91,29.11,1.66,0.0
20230827:0530,643.31,874.53,82.04,29.61,1.66,0.0
20230827:0630,461.75,608.86,70.03,30.08,2.21,0.0
20230827:0730,302.39,401.29,55.69,29.73,1.93,0.0
20230827:0830,207.18,280.29,41.03,29.53,1.31,0.0
20230827:0930,93.63,136.95,26.29,29.26,1.1,0.0
20230827:1030,34.94,60.7,11.53,28.59,1.1,0.0
20230827:1130,0.0,0.0,-3.22,28.07,0.76,0.0
20230827:1230,0.0,0.0,0.0,27.24,0.83,0.0
20230827:1330,0.0,0.0,0.0,26.52,1.38,0.0
20230827:1430,0.0,0.0,0.0,25.99,1.1,0.0
20230827:1530,0.0,0.0,0.0,25.52,0.97,0.0
20230827:1630,0.0,0.0,0.0,24.95,1.38,0.0
20230827:1730,0.0,0.0,0.0,24.58,1.17,0.0
20230827:1830,0.0,0.0,0.0,24.14,1.17,0.0
20230827:1930,0.0,0.0,0.0,24.4,1.45,0.0
20230827:2030,0.0,0.0,0.0,24.23,1.31,0.0
20230827:2130,0.0,0.0,0.0,23.96,1.17,0.0
20230827:2230,0.0,0.0,0.0,23.73,1.17,0.0
20230827:2330,5.49,17.15,4.34,23.69,1.17,0.0
20230828:0030,129.74,184.22,19.18,24.13,0.97,0.0
20230828:0130,329.14,433.39,33.95,25.87,0.34,0.0
20230828:0230,375.59,489.81,48.68,27.55,1.1,0.0
20230828:0330,542.95,718.7,63.27,28.42,1.79,0.0
20230828:0430,596.84,796.89,77.16,29.56,2.07,0.0
20230828:0530,643.97,866.39,82.31,30.2,2.41,0.0
20230828:0630,295.95,391.44,70.07,30.44,2.76,0.0
20230828:0730,203.62,270.19,55.67,27.28,2.28,0.0
20230828:0830,121.12,169.05,40.99,26.49,1.45,0.0
20230828:0930,86.39,126.15,26.22,26.42,1.03,0.0
20230828:1030,33.38,58.5,11.44,26.57,1.66,0.0
20230828:1130,0.0,0.0,-3.32,26.33,0.9,0.0
20230828:1230,0.0,0.0,0.0,25.96,0.62,0.0
20230828:1330,0.0,0.0,0.0,25.64,0.0,0.0
20230828:1430,0.0,0.0,0.0,25.15,0.41,0.0
20230828:1530,0.0,0.0,0.0,24.64,0.69,0.0
20230828:1630,0.0,0.0,0.0,24.27,0.69,0.0
20230828:1730,0.0,0.0,0.0,24.01,0.62,0.0
20230828:1830,0.0,0.0,0.0,23.85,0.9,0.0
20230828:1930,0.0,0.0,0.0,23.97,0.41,0.0
20230828:2030,0.0,0.0,0.0,24.21,0.62,0.0
20230828:2130,0.0,0.0,0.0,23.87,0.76,0.0
20230828:2230,0.0,0.0,0.0,23.56,0.62,0.0
20230828:2330,8.09,21.45,4.4,23.17,0.62,0.0
20230829:0030,124.95,177.83,19.25,23.89,0.55,0.0
20230829:0130,303.64,401.3,34.04,25.8,0.0,0.0
20230829:0230,462.46,609.1,48.8,27.32,1.03,0.0
20230829:0330,534.1,705.55,63.42,28.35,1.79,0.0
20230829:0430,531.76,701.51,77.4,29.07,2.41,0.0
20230829:0530,423.05,549.32,82.57,28.66,2.76,0.0
20230829:0630,547.87,724.05,70.11,28.56,1.93,0.0
20230829:0730,405.09,528.76,55.65,29.45,2.62,0.0
20230829:0830,210.09,278.38,40.94,28.02,2.07,0.0
20230829:0930,96.32,140.14,26.15,27.76,0.21,0.0
20230829:1030,36.98,67.84,11.36,26.97,0.83,0.0
20230829:1130,0.0,0.0,-3.42,26.1,0.83,0.0
20230829:1230,0.0,0.0,0.0,25.53,0.21,0.0
20230829:1330,0.0,0.0,0.0,25.19,0.48,0.0
20230829:1430,0.0,0.0,0.0,24.84,0.69,0.0
20230829:1530,0.0,0.0,0.0,24.68,0.76,0.0
20230829:1630,0.0,0.0,0.0,24.6,0.83,0.0
20230829:1730,0.0,0.0,0.0,24.46,0.83,0.0
20230829:1830,0.0,0.0,0.0,24.18,0.9,0.0
20230829:1930,0.0,0.0,0.0,25.0,1.52,0.0
20230829:2030,0.0,0.0,0.0,24.83,1.1,0.0
20230829:2130,0.0,0.0,0.0,24.7,0.97,0.0
20230829:2230,0.0,0.0,0.0,24.61,1.24,0.0
20230829:2330,2.19,11.05,4.46,24.66,1.17,0.0
20230830:0030,80.53,121.54,19.33,24.64,0.83,0.0
20230830:0130,86.72,126.0,34.14,25.65,0.76,0.0
20230830:0230,178.97,238.44,48.91,25.86,0.83,0.0
20230830:0330,295.68,386.44,63.57,26.19,0.9,0.0
20230830:0430,461.61,612.53,77.64,26.6,0.97,0.0
20230830:0530,305.41,401.64,82.82,27.45,0.97,0.0
20230830:0630,117.31,165.55,70.13,27.41,1.03,0.0
20230830:0730,234.78,312.39,55.62,27.71,0.83,0.0
20230830:0830,215.8,290.64,40.88,28.3,0.83,0.0
20230830:0930,138.46,193.94,26.08,28.48,0.76,0.0
20230830:1030,44.34,82.72,11.27,28.4,0.55,0.0
20230830:1130,0.0,0.0,-3.53,27.77,0.48,0.0
20230830:1230,0.0,0.0,0.0,26.71,1.1,0.0
20230830:1330,0.0,0.0,0.0,25.7,1.31,0.0
20230830:1430,0.0,0.0,0.0,24.85,1.24,0.0
